caller_id,location,category,subcategory,u_symptom,priority,assignment_group
1587,204,26,175,491,3,Group 70
1593,204,26,175,491,3,Group 70
1593,204,26,175,491,3,Group 70
1614,143,26,175,491,3,Group 70
1614,143,26,175,491,3,Group 70
1629,143,26,175,491,3,Group 70
1629,143,26,175,491,3,Group 70
1690,47,26,175,491,3,Group 70
1690,47,26,175,491,3,Group 70
1700,83,26,175,491,3,Group 70
1700,83,26,175,491,3,Group 70
1733,204,26,175,491,3,Group 25
1733,204,26,175,491,3,Group 25
1733,204,26,175,491,3,Group 59
1733,204,26,175,491,3,Group 59
1733,204,26,175,491,3,Group 70
1752,143,26,175,491,3,Group 28
1752,143,26,175,491,3,Group 28
1765,179,26,175,491,3,Group 70
1765,179,26,175,491,3,Group 70
1769,161,26,175,491,3,Group 70
1769,161,26,175,491,3,Group 70
1789,204,26,175,491,3,Group 70
1789,204,26,175,491,3,Group 70
1796,204,26,175,491,3,Group 70
1796,204,26,175,491,3,Group 70
1840,143,26,175,491,3,Group 70
1840,143,26,175,491,3,Group 70
1842,204,26,175,491,3,Group 25
1842,204,26,175,491,3,Group 25
1869,143,26,175,491,3,Group 70
1869,143,26,175,491,3,Group 70
1880,220,26,175,491,3,Group 70
1880,220,26,175,491,3,Group 70
1905,93,26,175,491,3,Group 70
1905,93,26,175,491,3,Group 70
1923,204,26,175,491,3,Group 70
1923,204,26,175,491,3,Group 70
1932,93,26,175,491,3,Group 20
1932,93,26,175,491,3,Group 20
1957,135,26,175,491,3,Group 70
1957,135,26,175,491,3,Group 70
1958,143,26,175,491,3,Group 70
1958,143,26,175,491,3,Group 70
1979,229,26,175,491,3,Group 70
1979,229,26,175,491,3,Group 70
1980,236,26,175,491,3,Group 70
1980,236,26,175,491,3,Group 70
1995,96,26,175,491,3,Group 54
1995,96,26,175,491,3,Group 54
1995,96,26,175,491,3,Group 54
1996,161,26,175,491,3,Group 70
1996,161,26,175,491,3,Group 70
2017,204,26,175,491,3,Group 25
2017,204,26,175,491,3,Group 25
2023,204,26,175,491,3,Group 70
2023,204,26,175,491,3,Group 70
2024,204,26,175,491,3,Group 70
2024,204,26,175,491,3,Group 70
2031,143,26,175,491,3,Group 70
2031,143,26,175,491,3,Group 70
2037,108,26,175,491,3,Group 70
2037,108,26,175,491,3,Group 70
2044,247,26,175,491,3,Group 70
2044,247,26,175,491,3,Group 70
2045,108,26,175,491,3,Group 70
2045,108,26,175,491,3,Group 70
2045,108,26,175,491,3,Group 70
2045,108,26,175,491,3,Group 70
2052,161,26,175,491,3,Group 70
2052,161,26,175,491,3,Group 70
2058,143,26,175,491,3,Group 70
2058,143,26,175,491,3,Group 70
2065,56,26,175,491,3,Group 70
2065,56,26,175,491,3,Group 70
2071,204,26,175,491,3,Group 20
2071,204,26,175,491,3,Group 20
2071,204,26,175,491,3,Group 20
2071,204,26,175,491,3,Group 20
2104,161,26,175,491,3,Group 70
2104,161,26,175,491,3,Group 70
2120,204,26,175,491,3,Group 70
2120,204,26,175,491,3,Group 70
2124,143,26,175,491,3,Group 70
2124,143,26,175,491,3,Group 70
2141,204,26,175,491,3,Group 70
2141,204,26,175,491,3,Group 70
2144,83,26,175,491,3,Group 29
2144,83,26,175,491,3,Group 29
2164,161,26,175,491,3,Group 70
2164,161,26,175,491,3,Group 70
2165,108,26,175,491,3,Group 70
2165,108,26,175,491,3,Group 70
2188,204,26,175,491,3,Group 70
2188,204,26,175,491,3,Group 70
2203,143,26,175,491,3,Group 70
2203,143,26,175,491,3,Group 70
2215,143,26,175,491,3,Group 20
2215,143,26,175,491,3,Group 20
2216,55,26,175,491,3,Group 70
2216,55,26,175,491,3,Group 70
2246,161,26,175,491,3,Group 70
2246,161,26,175,491,3,Group 70
2247,204,26,175,491,3,Group 25
2247,204,26,175,491,3,Group 25
2267,93,26,175,491,3,Group 70
2267,93,26,175,491,3,Group 70
2269,36,26,175,491,3,Group 70
2269,36,26,175,491,3,Group 70
2270,143,26,175,491,3,Group 28
2270,143,26,175,491,3,Group 28
2293,56,26,175,491,3,Group 70
2293,56,26,175,491,3,Group 70
2312,108,26,175,491,3,Group 70
2312,108,26,175,491,3,Group 70
2316,93,26,175,491,3,Group 20
2316,93,26,175,491,3,Group 20
2346,161,26,175,491,3,Group 70
2346,161,26,175,491,3,Group 70
2410,204,26,175,491,3,Group 70
2410,204,26,175,491,3,Group 70
2414,161,26,175,491,3,Group 20
2414,161,26,175,491,3,Group 20
2416,209,26,175,491,3,Group 20
2416,209,26,175,491,3,Group 20
2416,209,26,175,491,3,Group 20
2416,209,26,175,491,3,Group 20
2420,204,26,175,491,3,Group 70
2420,204,26,175,491,3,Group 70
2460,204,26,175,491,3,Group 25
2460,204,26,175,491,3,Group 25
2461,108,26,175,491,3,Group 70
2461,108,26,175,491,3,Group 70
2480,204,26,175,491,3,Group 70
2480,204,26,175,491,3,Group 70
2490,108,26,175,491,3,Group 70
2490,108,26,175,491,3,Group 70
2534,108,26,175,491,3,Group 27
2534,108,26,175,491,3,Group 27
2588,51,26,175,491,3,Group 20
2588,51,26,175,491,3,Group 20
2593,204,26,175,491,3,Group 70
2593,204,26,175,491,3,Group 70
2616,161,26,175,491,3,Group 70
2616,161,26,175,491,3,Group 70
2648,204,26,175,491,3,Group 70
2648,204,26,175,491,3,Group 70
2658,161,26,175,491,3,Group 70
2658,161,26,175,491,3,Group 70
2663,204,26,175,491,3,Group 70
2663,204,26,175,491,3,Group 70
2710,108,26,175,491,3,Group 70
2710,108,26,175,491,3,Group 70
2726,229,26,175,491,3,Group 70
2726,229,26,175,491,3,Group 70
2737,51,26,175,491,3,Group 70
2737,51,26,175,491,3,Group 70
2756,54,26,175,491,3,Group 70
2756,54,26,175,491,3,Group 70
2770,179,26,175,491,3,Group 70
2770,179,26,175,491,3,Group 70
2783,204,26,175,491,3,Group 70
2783,204,26,175,491,3,Group 70
2803,204,26,175,491,3,Group 25
2803,204,26,175,491,3,Group 25
2828,108,26,175,491,3,Group 70
2828,108,26,175,491,3,Group 70
2828,108,26,175,491,3,Group 70
2828,108,26,175,491,3,Group 70
2852,204,26,175,491,3,Group 70
2852,204,26,175,491,3,Group 70
2867,108,26,175,491,3,Group 70
2867,108,26,175,491,3,Group 70
2911,204,26,175,491,3,Group 70
2911,204,26,175,491,3,Group 70
2912,108,26,175,491,3,Group 70
2912,108,26,175,491,3,Group 70
2912,108,26,175,491,3,Group 70
2912,108,26,175,491,3,Group 70
2918,93,26,175,491,3,Group 23
2918,93,26,175,491,3,Group 23
2918,93,26,175,491,3,Group 70
2918,93,26,175,491,3,Group 70
2936,42,26,175,491,3,Group 70
2936,42,26,175,491,3,Group 70
2961,108,26,175,491,3,Group 70
2961,108,26,175,491,3,Group 70
2966,93,26,175,491,3,Group 20
2966,93,26,175,491,3,Group 20
3001,108,26,175,491,3,Group 70
3001,108,26,175,491,3,Group 70
3010,161,26,175,491,3,Group 70
3010,161,26,175,491,3,Group 70
3017,204,26,175,491,3,Group 70
3017,204,26,175,491,3,Group 70
3037,143,26,175,491,3,Group 70
3037,143,26,175,491,3,Group 70
3055,143,26,175,491,3,Group 20
3055,143,26,175,491,3,Group 20
3084,165,26,175,491,3,Group 24
3084,165,26,175,491,3,Group 24
3101,143,26,175,491,3,Group 70
3101,143,26,175,491,3,Group 70
3123,108,26,175,491,3,Group 70
3123,108,26,175,491,3,Group 70
3125,143,26,175,491,3,Group 70
3125,143,26,175,491,3,Group 70
3131,51,26,175,491,3,Group 70
3131,51,26,175,491,3,Group 70
3138,204,26,175,491,3,Group 70
3138,204,26,175,491,3,Group 70
3159,204,26,175,491,3,Group 70
3159,204,26,175,491,3,Group 70
3181,23,26,175,491,3,Group 70
3181,23,26,175,491,3,Group 70
3187,143,26,175,491,3,Group 70
3187,143,26,175,491,3,Group 70
3214,204,26,175,491,3,Group 70
3214,204,26,175,491,3,Group 70
3226,204,26,175,491,3,Group 20
3226,204,26,175,491,3,Group 20
3230,161,26,175,491,3,Group 24
3230,161,26,175,491,3,Group 24
3230,161,26,175,491,3,Group 24
3234,124,26,175,491,3,Group 70
3234,124,26,175,491,3,Group 70
3242,204,26,175,491,3,Group 25
3242,204,26,175,491,3,Group 25
3245,143,26,175,491,3,Group 70
3245,143,26,175,491,3,Group 70
3256,143,26,175,491,3,Group 70
3256,143,26,175,491,3,Group 70
3271,204,26,175,491,3,Group 70
3271,204,26,175,491,3,Group 70
3282,93,26,175,491,3,Group 70
3282,93,26,175,491,3,Group 70
3290,43,26,175,491,3,Group 70
3290,43,26,175,491,3,Group 70
3355,51,26,175,491,3,Group 30
3355,51,26,175,491,3,Group 30
3358,229,26,175,491,3,Group 70
3358,229,26,175,491,3,Group 70
3375,108,26,175,491,3,Group 23
3375,108,26,175,491,3,Group 23
3382,143,26,175,491,3,Group 70
3382,143,26,175,491,3,Group 70
3392,56,26,175,491,3,Group 70
3392,56,26,175,491,3,Group 70
3400,204,26,175,491,3,Group 25
3400,204,26,175,491,3,Group 25
3405,161,26,175,491,3,Group 70
3405,161,26,175,491,3,Group 70
3438,108,26,175,491,3,Group 70
3438,108,26,175,491,3,Group 70
3455,143,26,175,491,3,Group 70
3455,143,26,175,491,3,Group 70
3481,204,26,175,491,3,Group 20
3481,204,26,175,491,3,Group 20
3483,161,26,175,491,3,Group 70
3483,161,26,175,491,3,Group 70
3523,108,26,175,491,3,Group 70
3523,108,26,175,491,3,Group 70
3527,204,26,175,491,3,Group 70
3527,204,26,175,491,3,Group 70
3532,204,26,175,491,3,Group 70
3532,204,26,175,491,3,Group 70
3591,143,26,175,491,3,Group 70
3591,143,26,175,491,3,Group 70
3630,161,26,175,491,3,Group 70
3630,161,26,175,491,3,Group 70
3660,161,26,175,491,3,Group 70
3660,161,26,175,491,3,Group 70
3697,161,26,175,491,3,Group 70
3697,161,26,175,491,3,Group 70
3707,204,26,175,491,3,Group 70
3707,204,26,175,491,3,Group 70
3717,108,26,175,491,3,Group 70
3717,108,26,175,491,3,Group 70
3747,204,26,175,491,3,Group 70
3747,204,26,175,491,3,Group 70
3757,46,26,175,491,3,Group 70
3757,46,26,175,491,3,Group 70
3759,43,26,175,491,3,Group 70
3759,43,26,175,491,3,Group 70
3759,43,26,175,491,3,Group 70
3759,43,26,175,491,3,Group 70
3768,51,26,175,491,3,Group 30
3768,51,26,175,491,3,Group 30
3774,93,26,175,491,3,Group 20
3774,93,26,175,491,3,Group 20
3798,93,26,175,491,3,Group 70
3798,93,26,175,491,3,Group 70
3846,229,26,175,491,3,Group 70
3846,229,26,175,491,3,Group 70
3853,51,26,175,491,3,Group 70
3853,51,26,175,491,3,Group 70
3862,143,26,175,491,3,Group 70
3862,143,26,175,491,3,Group 70
3863,161,26,175,491,3,Group 70
3863,161,26,175,491,3,Group 70
3864,93,26,175,491,3,Group 70
3864,93,26,175,491,3,Group 70
3880,204,26,175,491,3,Group 25
3880,204,26,175,491,3,Group 25
3892,204,26,175,491,3,Group 70
3892,204,26,175,491,3,Group 70
3898,51,26,175,491,3,Group 20
3898,51,26,175,491,3,Group 20
3908,161,26,175,491,3,Group 70
3908,161,26,175,491,3,Group 70
3940,97,26,175,491,3,Group 70
3940,97,26,175,491,3,Group 70
3970,161,26,175,491,3,Group 70
3970,161,26,175,491,3,Group 70
3986,179,26,175,491,3,Group 25
3986,179,26,175,491,3,Group 25
4001,93,26,175,491,3,Group 70
4001,93,26,175,491,3,Group 70
4018,161,26,175,491,3,Group 70
4018,161,26,175,491,3,Group 70
4019,204,26,175,491,3,Group 20
4019,204,26,175,491,3,Group 20
4028,51,26,175,491,3,Group 70
4028,51,26,175,491,3,Group 70
4031,93,26,175,491,3,Group 20
4031,93,26,175,491,3,Group 20
4031,93,26,175,491,3,Group 70
4031,93,26,175,491,3,Group 70
4039,108,26,175,491,3,Group 70
4039,108,26,175,491,3,Group 70
4058,143,26,175,491,3,Group 70
4058,143,26,175,491,3,Group 70
4063,161,26,175,491,3,Group 70
4063,161,26,175,491,3,Group 70
4086,204,26,175,491,3,Group 25
4086,204,26,175,491,3,Group 25
4094,204,26,175,491,3,Group 70
4094,204,26,175,491,3,Group 70
4104,204,26,175,491,3,Group 70
4104,204,26,175,491,3,Group 70
4142,204,26,175,491,3,Group 70
4142,204,26,175,491,3,Group 70
4145,204,26,175,491,3,Group 70
4145,204,26,175,491,3,Group 70
4162,204,26,175,491,3,Group 25
4162,204,26,175,491,3,Group 25
4175,204,26,175,491,3,Group 25
4175,204,26,175,491,3,Group 25
4175,204,26,175,491,3,Group 70
4175,204,26,175,491,3,Group 70
4180,143,26,175,491,3,Group 70
4180,143,26,175,491,3,Group 70
4199,161,26,175,491,3,Group 70
4199,161,26,175,491,3,Group 70
4242,161,26,175,491,3,Group 70
4242,161,26,175,491,3,Group 70
4254,161,26,175,491,3,Group 70
4254,161,26,175,491,3,Group 70
4279,93,26,175,491,3,Group 20
4279,93,26,175,491,3,Group 20
4306,173,26,175,491,3,Group 70
4306,173,26,175,491,3,Group 70
4337,93,26,175,491,3,Group 20
4337,93,26,175,491,3,Group 20
4350,93,26,175,491,3,Group 70
4350,93,26,175,491,3,Group 70
4403,55,26,175,491,3,Group 70
4403,55,26,175,491,3,Group 70
4410,83,26,175,491,3,Group 70
4410,83,26,175,491,3,Group 70
4421,108,26,175,491,3,Group 54
4421,108,26,175,491,3,Group 54
4421,108,26,175,491,3,Group 64
4421,108,26,175,491,3,Group 64
4424,143,26,175,491,3,Group 70
4424,143,26,175,491,3,Group 70
4424,143,26,175,491,3,Group 70
4424,143,26,175,491,3,Group 70
4430,93,26,175,491,3,Group 70
4430,93,26,175,491,3,Group 70
4448,108,26,175,491,3,Group 70
4448,108,26,175,491,3,Group 70
4483,108,26,175,491,3,Group 70
4483,108,26,175,491,3,Group 70
4493,143,26,175,491,3,Group 70
4493,143,26,175,491,3,Group 70
4506,143,26,175,491,3,Group 28
4506,143,26,175,491,3,Group 28
4506,143,26,175,491,3,Group 28
4506,143,26,175,491,3,Group 28
4509,136,26,175,491,3,Group 70
4509,136,26,175,491,3,Group 70
4531,93,26,175,491,3,Group 70
4531,93,26,175,491,3,Group 70
4559,143,26,175,491,3,Group 28
4559,143,26,175,491,3,Group 28
4565,161,26,175,491,3,Group 70
4565,161,26,175,491,3,Group 70
4568,161,26,175,491,3,Group 23
4568,161,26,175,491,3,Group 23
4568,161,26,175,491,3,Group 23
4576,204,26,175,491,3,Group 70
4576,204,26,175,491,3,Group 70
4577,161,26,175,491,3,Group 70
4577,161,26,175,491,3,Group 70
4582,82,26,175,491,3,Group 70
4582,82,26,175,491,3,Group 70
4582,82,26,175,491,3,Group 70
4623,108,26,175,491,3,Group 70
4623,108,26,175,491,3,Group 70
4633,161,26,175,491,3,Group 70
4633,161,26,175,491,3,Group 70
4652,51,26,175,491,3,Group 70
4652,51,26,175,491,3,Group 70
4653,161,26,175,491,3,Group 70
4653,161,26,175,491,3,Group 70
4653,161,26,175,491,3,Group 70
4653,161,26,175,491,3,Group 70
4665,161,26,175,491,3,Group 70
4665,161,26,175,491,3,Group 70
4684,97,26,175,491,3,Group 70
4684,97,26,175,491,3,Group 70
4701,56,26,175,491,3,Group 70
4701,56,26,175,491,3,Group 70
4715,43,26,175,491,3,Group 70
4715,43,26,175,491,3,Group 70
4715,43,26,175,491,3,Group 70
4715,43,26,175,491,3,Group 70
4727,143,26,175,491,3,Group 70
4727,143,26,175,491,3,Group 70
4730,161,26,175,491,3,Group 70
4730,161,26,175,491,3,Group 70
4759,161,26,175,491,3,Group 70
4759,161,26,175,491,3,Group 70
4808,110,26,175,491,3,Group 24
4808,110,26,175,491,3,Group 24
4808,161,26,175,491,3,Group 73
4808,161,26,175,491,3,Group 73
4810,161,26,175,491,3,Group 70
4810,161,26,175,491,3,Group 70
4817,161,26,175,491,3,Group 70
4817,161,26,175,491,3,Group 70
4851,161,26,175,491,3,Group 70
4851,161,26,175,491,3,Group 70
4851,161,26,175,491,3,Group 70
4851,161,26,175,491,3,Group 70
4852,93,26,175,491,3,Group 70
4852,93,26,175,491,3,Group 70
4878,70,26,175,491,3,Group 70
4878,70,26,175,491,3,Group 70
4893,204,26,175,491,3,Group 20
4893,204,26,175,491,3,Group 20
4910,161,26,175,491,3,Group 70
4910,161,26,175,491,3,Group 70
4937,93,26,175,491,3,Group 70
4937,93,26,175,491,3,Group 70
4948,204,26,175,491,3,Group 70
4948,204,26,175,491,3,Group 70
4975,130,26,175,491,3,Group 70
4975,130,26,175,491,3,Group 70
4976,108,26,175,491,3,Group 70
4976,108,26,175,491,3,Group 70
5029,96,26,175,491,3,Group 24
5029,96,26,175,491,3,Group 24
5051,204,26,175,491,3,Group 70
5051,204,26,175,491,3,Group 70
5093,93,26,175,491,3,Group 23
5093,93,26,175,491,3,Group 23
5110,143,26,175,491,3,Group 70
5110,143,26,175,491,3,Group 70
5131,161,26,175,491,3,Group 70
5131,161,26,175,491,3,Group 70
5133,93,26,175,491,3,Group 23
5133,93,26,175,491,3,Group 23
5140,161,26,175,491,3,Group 70
5140,161,26,175,491,3,Group 70
5145,161,26,175,491,3,Group 70
5145,161,26,175,491,3,Group 70
5163,204,26,175,491,3,Group 20
5163,204,26,175,491,3,Group 20
5164,204,26,175,491,3,Group 20
5164,204,26,175,491,3,Group 20
5169,43,26,175,491,3,Group 70
5169,43,26,175,491,3,Group 70
5180,51,26,175,491,3,Group 70
5180,51,26,175,491,3,Group 70
5181,161,26,175,491,3,Group 20
5181,161,26,175,491,3,Group 20
5192,161,26,175,491,3,Group 70
5192,161,26,175,491,3,Group 70
5203,108,26,175,491,3,Group 70
5203,108,26,175,491,3,Group 70
5203,108,26,175,491,3,Group 70
5203,108,26,175,491,3,Group 70
5208,204,26,175,491,3,Group 20
5208,204,26,175,491,3,Group 20
5220,59,26,175,491,3,Group 70
5220,59,26,175,491,3,Group 70
5228,204,26,175,491,3,Group 70
5228,204,26,175,491,3,Group 70
5245,161,26,175,491,3,Group 70
5245,161,26,175,491,3,Group 70
5252,108,26,175,491,3,Group 70
5252,108,26,175,491,3,Group 70
5262,128,26,175,491,3,Group 70
5262,128,26,175,491,3,Group 70
5271,108,26,175,491,3,Group 27
5271,108,26,175,491,3,Group 27
5284,184,26,175,491,3,Group 70
5284,184,26,175,491,3,Group 70
5323,108,26,175,491,3,Group 70
5323,108,26,175,491,3,Group 70
5323,108,26,175,491,3,Group 70
5323,108,26,175,491,3,Group 70
5325,204,26,175,491,3,Group 25
5325,204,26,175,491,3,Group 25
5331,204,26,175,491,3,Group 20
5331,204,26,175,491,3,Group 20
5338,161,26,175,491,3,Group 70
5338,161,26,175,491,3,Group 70
5358,93,26,175,491,3,Group 20
5358,93,26,175,491,3,Group 20
5362,108,26,175,491,3,Group 70
5362,108,26,175,491,3,Group 70
5367,204,26,175,491,3,Group 70
5367,204,26,175,491,3,Group 70
5369,124,26,175,491,3,Group 26
5369,124,26,175,491,3,Group 26
5387,143,26,175,491,3,Group 70
5387,143,26,175,491,3,Group 70
5388,161,26,175,491,3,Group 70
5388,161,26,175,491,3,Group 70
5422,143,26,175,491,3,Group 28
5422,143,26,175,491,3,Group 28
5428,93,26,175,491,3,Group 20
5428,93,26,175,491,3,Group 20
5428,93,26,175,491,3,Group 20
5428,93,26,175,491,3,Group 20
5436,108,26,175,491,3,Group 27
5436,108,26,175,491,3,Group 27
5440,204,26,175,491,3,Group 70
5440,204,26,175,491,3,Group 70
5445,51,26,175,491,3,Group 23
5445,51,26,175,491,3,Group 23
5498,161,26,175,491,3,Group 70
5498,161,26,175,491,3,Group 70
5498,161,26,175,491,3,Group 70
5498,161,26,175,491,3,Group 70
5510,161,26,175,491,3,Group 70
5510,161,26,175,491,3,Group 70
5546,161,26,175,491,3,Group 24
5546,161,26,175,491,3,Group 24
5547,161,26,175,491,3,Group 70
5547,161,26,175,491,3,Group 70
5573,161,26,175,491,3,Group 70
5573,161,26,175,491,3,Group 70
5606,108,26,175,491,3,Group 70
5606,108,26,175,491,3,Group 70
5636,161,26,175,491,3,Group 70
5636,161,26,175,491,3,Group 70
5639,93,26,175,491,3,Group 70
5639,93,26,175,491,3,Group 70
363,108,7,174,491,3,Group 34
363,108,7,174,491,3,Group 34
1130,170,7,174,491,3,Group 27
1130,170,7,174,491,3,Group 27
1399,161,7,174,491,3,Group 24
1399,161,7,174,491,3,Group 24
2079,108,7,174,491,3,Group 70
2079,108,7,174,491,3,Group 70
3565,108,7,174,491,3,Group 27
3565,108,7,174,491,3,Group 27
90,188,8,174,491,3,Group 53
90,188,8,174,491,3,Group 53
1278,54,8,174,491,3,Group 53
1278,54,8,174,491,3,Group 53
3236,108,8,174,491,3,Group 70
3236,108,8,174,491,3,Group 70
3479,143,8,174,491,3,Group 53
3479,143,8,174,491,3,Group 53
3892,204,8,174,491,3,Group 65
3892,204,8,174,491,3,Group 65
4141,204,8,174,491,3,Group 70
4141,204,8,174,491,3,Group 70
21,204,9,174,491,3,Group 70
21,204,9,174,491,3,Group 70
22,108,9,174,491,3,Group 27
22,108,9,174,491,3,Group 27
42,209,9,174,491,3,Group 25
42,209,9,174,491,3,Group 25
57,143,9,174,491,3,Group 28
57,143,9,174,491,3,Group 28
81,204,9,174,491,3,Group 25
81,204,9,174,491,3,Group 25
234,204,9,174,491,3,Group 25
234,204,9,174,491,3,Group 25
293,135,9,174,491,3,Group 24
293,135,9,174,491,3,Group 24
302,33,9,174,491,3,Group 70
302,33,9,174,491,3,Group 70
309,143,9,174,491,3,Group 28
309,143,9,174,491,3,Group 28
325,204,9,174,491,3,Group 25
325,204,9,174,491,3,Group 25
346,108,9,174,491,3,Group 27
346,108,9,174,491,3,Group 27
363,108,9,174,491,3,Group 27
363,108,9,174,491,3,Group 27
501,47,9,174,491,3,Group 29
501,47,9,174,491,3,Group 29
510,108,9,174,491,3,Group 27
510,108,9,174,491,3,Group 27
529,37,9,174,491,3,Group 29
529,37,9,174,491,3,Group 29
529,37,9,174,491,3,Group 70
529,37,9,174,491,3,Group 70
544,204,9,174,491,3,Group 70
544,204,9,174,491,3,Group 70
608,204,9,174,491,3,Group 25
608,204,9,174,491,3,Group 25
615,161,9,174,491,3,Group 24
615,161,9,174,491,3,Group 24
616,161,9,174,491,3,Group 24
616,161,9,174,491,3,Group 24
671,108,9,174,491,3,Group 27
671,108,9,174,491,3,Group 27
675,179,9,174,491,3,Group 25
675,179,9,174,491,3,Group 25
675,204,9,174,491,3,Group 25
675,204,9,174,491,3,Group 25
724,108,9,174,491,3,Group 27
724,108,9,174,491,3,Group 27
730,143,9,174,491,3,Group 28
730,143,9,174,491,3,Group 28
784,204,9,174,491,3,Group 25
784,204,9,174,491,3,Group 25
790,204,9,174,491,3,Group 25
790,204,9,174,491,3,Group 25
795,36,9,174,491,3,Group 70
795,36,9,174,491,3,Group 70
798,37,9,174,491,3,Group 29
798,37,9,174,491,3,Group 29
809,128,9,174,491,3,Group 70
809,128,9,174,491,3,Group 70
837,204,9,174,491,3,Group 25
837,204,9,174,491,3,Group 25
845,108,9,174,491,3,Group 70
845,108,9,174,491,3,Group 70
864,161,9,174,491,3,Group 70
864,161,9,174,491,3,Group 70
889,34,9,174,491,3,Group 29
889,34,9,174,491,3,Group 29
889,34,9,174,491,3,Group 29
889,34,9,174,491,3,Group 29
889,34,9,174,491,3,Group 29
889,34,9,174,491,3,Group 29
889,34,9,174,491,3,Group 29
894,111,9,174,491,3,Group 25
894,111,9,174,491,3,Group 25
901,128,9,174,491,3,Group 27
901,128,9,174,491,3,Group 27
904,161,9,174,491,3,Group 24
904,161,9,174,491,3,Group 24
944,204,9,174,491,3,Group 25
944,204,9,174,491,3,Group 25
966,161,9,174,491,3,Group 70
966,161,9,174,491,3,Group 70
971,51,9,174,491,3,Group 30
971,51,9,174,491,3,Group 30
983,204,9,174,491,3,Group 70
983,204,9,174,491,3,Group 70
994,204,9,174,491,3,Group 25
994,204,9,174,491,3,Group 25
1025,161,9,174,491,3,Group 24
1025,161,9,174,491,3,Group 24
1034,161,9,174,491,3,Group 24
1034,161,9,174,491,3,Group 24
1043,204,9,174,491,3,Group 25
1043,204,9,174,491,3,Group 25
1062,161,9,174,491,3,Group 24
1062,161,9,174,491,3,Group 24
1062,161,9,174,491,3,Group 24
1062,161,9,174,491,3,Group 24
1062,161,9,174,491,3,Group 24
1062,161,9,174,491,3,Group 24
1090,108,9,174,491,3,Group 27
1090,108,9,174,491,3,Group 27
1114,93,9,174,491,3,Group 9
1114,93,9,174,491,3,Group 9
1118,143,9,174,491,3,Group 28
1118,143,9,174,491,3,Group 28
1145,43,9,174,491,3,Group 29
1145,43,9,174,491,3,Group 29
1193,108,9,174,491,3,Group 27
1193,108,9,174,491,3,Group 27
1207,108,9,174,491,3,Group 27
1207,108,9,174,491,3,Group 27
1237,108,9,174,491,3,Group 27
1237,108,9,174,491,3,Group 27
1244,93,9,174,491,3,Group 30
1244,93,9,174,491,3,Group 30
1244,93,9,174,491,3,Group 30
1244,93,9,174,491,3,Group 30
1254,143,9,174,491,3,Group 28
1254,143,9,174,491,3,Group 28
1301,108,9,174,491,3,Group 27
1301,108,9,174,491,3,Group 27
1344,204,9,174,491,3,Group 70
1344,204,9,174,491,3,Group 70
1353,204,9,174,491,3,Group 25
1353,204,9,174,491,3,Group 25
1358,51,9,174,491,3,Group 30
1358,51,9,174,491,3,Group 30
1375,161,9,174,491,3,Group 24
1375,161,9,174,491,3,Group 24
1385,161,9,174,491,3,Group 24
1385,161,9,174,491,3,Group 24
1406,161,9,174,491,3,Group 24
1406,161,9,174,491,3,Group 24
1513,46,9,174,491,3,Group 70
1513,46,9,174,491,3,Group 70
1538,179,9,174,491,3,Group 70
1538,179,9,174,491,3,Group 70
1551,161,9,174,491,3,Group 70
1551,161,9,174,491,3,Group 70
1593,204,9,174,491,3,Group 25
1593,204,9,174,491,3,Group 25
1639,161,9,174,491,3,Group 24
1639,161,9,174,491,3,Group 24
1654,161,9,174,491,3,Group 70
1654,161,9,174,491,3,Group 70
1658,204,9,174,491,3,Group 25
1658,204,9,174,491,3,Group 25
1658,204,9,174,491,3,Group 25
1658,204,9,174,491,3,Group 25
1661,143,9,174,491,3,Group 28
1661,143,9,174,491,3,Group 28
1684,108,9,174,491,3,Group 27
1684,108,9,174,491,3,Group 27
1773,204,9,174,491,3,Group 25
1773,204,9,174,491,3,Group 25
1847,161,9,174,491,3,Group 70
1847,161,9,174,491,3,Group 70
1855,161,9,174,491,3,Group 70
1855,161,9,174,491,3,Group 70
1872,128,9,174,491,3,Group 29
1872,128,9,174,491,3,Group 29
1905,93,9,174,491,3,Group 23
1905,93,9,174,491,3,Group 23
2080,161,9,174,491,3,Group 24
2080,161,9,174,491,3,Group 24
2130,108,9,174,491,3,Group 27
2130,108,9,174,491,3,Group 27
2199,82,9,174,491,3,Group 72
2199,82,9,174,491,3,Group 72
2230,242,9,174,491,3,Group 25
2230,242,9,174,491,3,Group 25
2294,204,9,174,491,3,Group 25
2294,204,9,174,491,3,Group 25
2317,204,9,174,491,3,Group 70
2317,204,9,174,491,3,Group 70
2377,43,9,174,491,3,Group 29
2377,43,9,174,491,3,Group 29
2429,46,9,174,491,3,Group 29
2429,46,9,174,491,3,Group 29
2440,46,9,174,491,3,Group 29
2440,46,9,174,491,3,Group 29
2449,161,9,174,491,3,Group 20
2449,161,9,174,491,3,Group 20
2451,161,9,174,491,3,Group 24
2451,161,9,174,491,3,Group 24
2457,242,9,174,491,3,Group 25
2457,242,9,174,491,3,Group 25
2459,161,9,174,491,3,Group 24
2459,161,9,174,491,3,Group 24
2473,55,9,174,491,3,Group 29
2473,55,9,174,491,3,Group 29
2485,83,9,174,491,3,Group 26
2485,83,9,174,491,3,Group 26
2531,161,9,174,491,3,Group 24
2531,161,9,174,491,3,Group 24
